label,file_name,source_path,sha256,width,height,dhash,is_valid,similarity_group,split,target_path
infected,img_0_3378.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3378.jpg,da60b930ac910ffac22b01462217cb50b5a41cf84fb8f0cd36fdfed35c2b648f,320,320,14314858865224573744,True,infected-group-0205,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/da60b930ac91_img_0_3378.jpg
infected,img_0_3391.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3391.jpg,44e263e20439297a2ebc653b130f1fc11d50279e7fbdcb940db2f626983a8271,280,259,7379931725546683392,True,infected-group-0206,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/44e263e20439_img_0_3391.jpg
infected,img_0_3451.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3451.jpg,873e70093ab7d13cd286a09f196aafb6075d201e5ed38dc4d5b5b6c426bcd1cc,300,300,7853192020409499840,True,infected-group-0208,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/873e70093ab7_img_0_3451.jpg
infected,img_0_3471.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3471.jpg,cb68f914f5366a01ec795447fdb4fcebc601c42cdab1202fad1fcfb707c3aed9,280,259,15627159313804882172,True,infected-group-0209,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/cb68f914f536_img_0_3471.jpg
infected,img_0_3475.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3475.jpg,2b9c3325036a869303f00fbb83b2ed14de35f9e70539e015c7ab79158bac53a6,320,320,58036762425498009,True,infected-group-0210,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/2b9c3325036a_img_0_3475.jpg
infected,img_0_3486.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3486.jpg,55fa1a6c3504cae3c88448a4c33c1a4fc25ea8e08da9b0b3d0546b46eda5ae64,225,225,2050886965962793184,True,infected-group-0211,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/55fa1a6c3504_img_0_3486.jpg
infected,img_0_3509.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3509.jpg,781bd09bdd6191d919a5da6ee235d292ad9efc7d46908db59c1ab011dacf98e5,233,216,7310835646514446530,True,infected-group-0213,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/781bd09bdd61_img_0_3509.jpg
infected,img_0_3515.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3515.jpg,49961d5b84db0349f2024d8bbb577f1292cd332a6b9f58b459dd10b614d1ae57,300,300,10348121540405555212,True,infected-group-0214,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/49961d5b84db_img_0_3515.jpg
infected,img_0_3526.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3526.jpg,2121f56cb17cab74f3d755d3be810c886e2bc8f21fe0bf5815b8a30b94b06f1a,300,300,7797081534034395160,True,infected-group-0216,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/2121f56cb17c_img_0_3526.jpg
infected,img_0_3530.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3530.jpg,b7ea0520929ef1bffaa4a2fb90fef9234b0e7199bab8a4d81b9f4e32fbc8ab74,299,266,14828366030764741620,True,infected-group-0217,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/b7ea0520929e_img_0_3530.jpg
infected,img_0_3559.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3559.jpg,da57b8db28c49edac40bb93283752d34ebd84ac793c1f615385162b719e8b7d5,320,320,5597408820048839,True,infected-group-0219,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/da57b8db28c4_img_0_3559.jpg
infected,img_0_357.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_357.jpg,394ff8b0f90a795a056e974561b80be9a8ca732c6aa743f50e673b36647c0e74,280,259,7631729801275295984,True,infected-group-0220,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/394ff8b0f90a_img_0_357.jpg
infected,img_0_360.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_360.jpg,9c980fd98c152eea651939085fc917fa612ea99ca064cc016549b91f517af8e7,300,300,11068762342977976498,True,infected-group-0222,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/9c980fd98c15_img_0_360.jpg
infected,img_0_3614.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3614.jpg,f860741a0e9b748ea3d22d6f6f052bd56029fe98f79da3a10de82497e7d9b434,300,300,13156858222373519806,True,infected-group-0223,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/f860741a0e9b_img_0_3614.jpg
infected,img_0_3626.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3626.jpg,b92f03716a12db15f8c44d2ed7ca92e54b91fa54129260d5f7a45466f2d3be11,320,320,11197325640337901154,True,infected-group-0224,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/b92f03716a12_img_0_3626.jpg
infected,img_0_3648.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3648.jpg,92b195fc149371329f836cbb3fc87edebe8702ebb7b3269c08f3c0191cbe8605,320,320,6971677968692944001,True,infected-group-0225,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/92b195fc1493_img_0_3648.jpg
infected,img_0_366.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_366.jpg,a41c42584971c8c4cb18fdbb4b619b45ce81c46d11ef6c816439de939281017a,280,259,16846094637869232368,True,infected-group-0226,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/a41c42584971_img_0_366.jpg
infected,img_0_3678.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3678.jpg,de7595283649d64a35bad748f46a075946df945676ea5a5af6d320d5cf1939c9,299,266,1677353039300926556,True,infected-group-0228,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/de7595283649_img_0_3678.jpg
infected,img_0_3696.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3696.jpg,7b8a6d36a17f66ac6aa0e1055c61a14adcb6fe1dac4b6276cf9495e0959c3a03,233,216,8382974932363296992,True,infected-group-0229,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/7b8a6d36a17f_img_0_3696.jpg
infected,img_0_3714.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3714.jpg,b39d6dbd1d263e076d59393d52278cc86181c96971ac1c4d2b4e295530f4b771,280,259,8247901172500265592,True,infected-group-0230,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/b39d6dbd1d26_img_0_3714.jpg
infected,img_0_3746.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3746.jpg,c7d066c2d99c808afc1ab96ae0a40c512c333cf1214c7dbba0ae22abfa070e84,280,259,13378420047041585392,True,infected-group-0232,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/c7d066c2d99c_img_0_3746.jpg
infected,img_0_3750.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3750.jpg,4336fecb9d37587ca19fc20996814670597ae8c26a5c1c1b31cce7fd7be20573,233,216,2730568261368530885,True,infected-group-0233,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/4336fecb9d37_img_0_3750.jpg
infected,img_0_3752.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3752.jpg,e95ecc36925554817d600df310c63acd4da289e21c414e41a2076cf46127a9f2,300,300,14109434562843376744,True,infected-group-0234,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/e95ecc369255_img_0_3752.jpg
infected,img_0_3754.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3754.jpg,599b7585682028cc733cbd2922c2bb55578b1da1be477922a941c616865a43a3,280,259,9853072461254975728,True,infected-group-0235,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/599b75856820_img_0_3754.jpg
infected,img_0_3757.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3757.jpg,daf3c13d28b200a04ef5d13b84b3f6335e8d8e0c50c6f7eaa21db7b857a50891,280,259,8095023638761234625,True,infected-group-0236,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/daf3c13d28b2_img_0_3757.jpg
infected,img_0_3776.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3776.jpg,32023cc98aaa4aad1504f521b0dec94fa55acb1682fbbcf5fa550cc4c319a3d1,233,216,15679600381969964570,True,infected-group-0238,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/32023cc98aaa_img_0_3776.jpg
infected,img_0_378.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_378.jpg,bf712727a4260b779b001fac1bf4b056885ac12a08e914a8cf29e24056527764,300,300,13518657834089246732,True,infected-group-0239,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/bf712727a426_img_0_378.jpg
infected,img_0_3792.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3792.jpg,3f45f73b8c7724f219a8d6392216fd51f2fe8be0bdebb60843b92ad5aa4557fc,225,225,10275749416792551536,True,infected-group-0240,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/3f45f73b8c77_img_0_3792.jpg
infected,img_0_3794.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3794.jpg,cc5bd63dc9eec6e069fa40233696043e49aa7430cc69996136e8e1ce3ece76b9,320,320,3743287646763588455,True,infected-group-0241,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/cc5bd63dc9ee_img_0_3794.jpg
infected,img_0_3799.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3799.jpg,60669a521819d0726b3e4abb693d6f4ec288c857b625206925b12805c91e98a3,343,343,6631740063705605632,True,infected-group-0243,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/60669a521819_img_0_3799.jpg
infected,img_0_3865.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3865.jpg,a6f896843ed6fbcb208114884b957c13546bb71ebe8ac00c30d98fb54d797275,280,259,7084816887601873088,True,infected-group-0244,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/a6f896843ed6_img_0_3865.jpg
infected,img_0_3867.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3867.jpg,c223f4e9234ced23976a5bb2274ec0d9dfe7b6ee663d5b4e594cc6c31a9ecbf4,300,300,7797081535947006736,True,infected-group-0245,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/c223f4e9234c_img_0_3867.jpg
infected,img_0_3870.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3870.jpg,4a3afcf3d1139bac09e877926ccf06960f7f74f5c937a2968c8b5dfb0c0d6fa0,300,300,13734543093373395187,True,infected-group-0246,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/4a3afcf3d113_img_0_3870.jpg
infected,img_0_3913.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3913.jpg,e1323956be3573c39eee7fd46d0aa4756d7bbc098f4d86011f0f767357366666,320,320,14580386140447788,True,infected-group-0248,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/e1323956be35_img_0_3913.jpg
infected,img_0_3918.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3918.jpg,826ec6943ce62bd83c63166591ff795c80067b68955b24c739ac9c08c11d7c68,300,300,3489291925221057216,True,infected-group-0249,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/826ec6943ce6_img_0_3918.jpg
infected,img_0_3925.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3925.jpg,846e9948cd441b6b7486e5fac0126e9e5f724d94392da3b3de91b456d0d96516,343,343,9294980697704588958,True,infected-group-0250,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/846e9948cd44_img_0_3925.jpg
infected,img_0_3926.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3926.jpg,56a68aa2e22d27df235fcaf5b17bebdda7191885f51793e12af5afbfe6d80786,300,300,3516296102061064320,True,infected-group-0251,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/56a68aa2e22d_img_0_3926.jpg
infected,img_0_3933.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3933.jpg,46dea958fdeb9451178e37dabc5e76f5e0ccc4952ead2979cce27c4aac76a152,299,266,8393954724461481767,True,infected-group-0252,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/46dea958fdeb_img_0_3933.jpg
infected,img_0_3940.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3940.jpg,6b5d3748eff58f1fc1757b2693d355a0ce22c400f018c6ad93957c1316826323,233,216,16624631051397939334,True,infected-group-0253,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/6b5d3748eff5_img_0_3940.jpg
infected,img_0_3965.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3965.jpg,d78d2b6fda46d8fcba7013a1db9b96f287b1f4ce4f8b64ecff12145b967b1137,300,300,3732515140208602328,True,infected-group-0257,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/d78d2b6fda46_img_0_3965.jpg
infected,img_0_3968.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3968.jpg,b8b875fb8551dc57aa982e21daf5a3c5761706bc2a84d87ee6b621556e1e3cf6,280,259,2658486939310932160,True,infected-group-0258,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/b8b875fb8551_img_0_3968.jpg
infected,img_0_3982.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3982.jpg,97e7bcb13496ddc3db18b1f5f207f8fcb7d315d0395539a2fac91f984f6c4121,299,266,14479203383618279156,True,infected-group-0259,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/97e7bcb13496_img_0_3982.jpg
infected,img_0_3986.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_3986.jpg,8b7f9b2df622ad268e3662d536251165691ce749f11ab272e85c85a820f55e3d,300,300,13158078492244500511,True,infected-group-0260,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/8b7f9b2df622_img_0_3986.jpg
infected,img_0_4014.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4014.jpg,496bd51771a32e8cd2d8793805f059c6f1611599627c323cb142b80f7a6f9013,300,300,1759918120611885280,True,infected-group-0263,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/496bd51771a3_img_0_4014.jpg
infected,img_0_4067.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4067.jpg,1e9943e811f08b1af709842e789926936e96bc1b1a43e193743797c2d5e5fff7,300,300,13156954775119520524,True,infected-group-0265,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/1e9943e811f0_img_0_4067.jpg
infected,img_0_4098.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4098.jpg,b03b173ad1ba32e6643ae29ed2771895ae9fa7e6a33076a562d80ea27962f61c,300,300,2396625963882888936,True,infected-group-0267,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/b03b173ad1ba_img_0_4098.jpg
infected,img_0_4123.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4123.jpg,ab29f2e687d45ec3667db92c8744312d8b8623aa71e937103ec6d8063ea40293,225,225,7356936164879399072,True,infected-group-0269,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/ab29f2e687d4_img_0_4123.jpg
infected,img_0_4154.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4154.jpg,0c350645694eb417b6801ca79a0890e87ead1008766ff69d39cdcc225f06b7ae,299,266,2795873639908242974,True,infected-group-0270,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/0c350645694e_img_0_4154.jpg
infected,img_0_4204.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4204.jpg,ed4660997a2f5ae626dccf0fdfbdec1bc57c66e9aaee160a2a837614f47a77fc,280,259,12765782061474701344,True,infected-group-0272,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/ed4660997a2f_img_0_4204.jpg
infected,img_0_4207.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4207.jpg,af2a3ca53f74a0d17f78a5e16a76a131e87eb3010141beeaebdd24160fd70666,225,225,4329169085618249758,True,infected-group-0273,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/af2a3ca53f74_img_0_4207.jpg
infected,img_0_4208.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4208.jpg,1060352cdb1dc87146af7ac7746238b9c336505e9ca7b800747ca98237eacea4,225,225,5490518436995486112,True,infected-group-0274,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/1060352cdb1d_img_0_4208.jpg
infected,img_0_4214.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4214.jpg,8ebab16a8d308e8e191f32cf4aaf7b7718d945708f6ccf347e531db8449bc7d4,280,259,15605454908220829745,True,infected-group-0275,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/8ebab16a8d30_img_0_4214.jpg
infected,img_0_4217.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4217.jpg,d5e686f107e7e78eb7e2ad10b0fe66b79be87e3bf5b77323b0d5574bcac296e5,320,320,22404543893785692,True,infected-group-0276,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/d5e686f107e7_img_0_4217.jpg
infected,img_0_4249.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4249.jpg,dcef0568a6c437102ece112b7c4ceb96a127b310cb4a353cde7384745aa37acd,300,300,15770175116302938126,True,infected-group-0277,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/dcef0568a6c4_img_0_4249.jpg
infected,img_0_4257.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4257.jpg,d0593d8c40b4698f8cb223abe4090ba94911e199e6fb2684c16256065d4822a0,225,225,10092351172319178913,True,infected-group-0278,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/d0593d8c40b4_img_0_4257.jpg
infected,img_0_4264.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4264.jpg,b23f87fa895b4ab7e2496d66a3f9aea13d6ec5df8ae436bbbf2f2b4774ff3936,233,216,12728066572592144454,True,infected-group-0279,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/b23f87fa895b_img_0_4264.jpg
infected,img_0_4283.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4283.jpg,0978faea3d4ed19eba0dcca664d09716ba1d67f6c0bd53463bc01d19f788949e,233,216,15173386544878492816,True,infected-group-0280,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/0978faea3d4e_img_0_4283.jpg
infected,img_0_4285.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4285.jpg,b6de6b2424bde16eeb790e923f2beff1f1814addf09ae1c07371b43d14f8cb75,225,225,7817347732355465532,True,infected-group-0281,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/b6de6b2424bd_img_0_4285.jpg
infected,img_0_4288.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4288.jpg,477832d46372d0e86cea1f8da680304d8946ab4361892738664b979bd145acaa,225,225,14311838962843973716,True,infected-group-0282,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/477832d46372_img_0_4288.jpg
infected,img_0_4296.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4296.jpg,6000674a8268908f583a5fab600ab96379e70dabd49948d57c54f42e5de0bd7a,343,343,13546605561810078,True,infected-group-0283,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/6000674a8268_img_0_4296.jpg
infected,img_0_4394.jpg,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/extracted/infected/img_0_4394.jpg,e38c26252b187b2411237de5c7e05308ae9369b9a4bb949e121455a41a9f7a5d,280,259,13021231655693443312,True,infected-group-0285,train,/Users/researchanddevelopment2/Documents/Zindi/endometrial-infection-zero-cost-app/data/processed/training_workspace/splits/train/infected/e38c26252b18_img_0_4394.jpg
